"Year","Header","Source","URL"
2014,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2014,"Kia Magentis (2009-2011) (Киа Магентис) - технические...","www.gazeta-a.ru/autocatalog/Kia/Magentis2009","http://www.gazeta-a.ru/autocatalog/Kia/Magentis2009/"
2014,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2014,"Руководство пользователя, сетка ТО, сервисная книжка КИА…","www.kia.ru/service/download","https://www.kia.ru/service/download/"
2014,"Купить kia – продажа подержанных и новых автомобилей в…","www.avito.ru/rossiya/avtomobili/kia","https://www.avito.ru/rossiya/avtomobili/kia"
2015,"2 ГБ/16 ГБ 8 дюймов 2 Din Kia k2 Рио 2010 2011 2012 2013…","ru.aliexpress.com/.../32640885885.html","http://ru.aliexpress.com/item/8-inch-1024x600-Kia-k2-Rio-2010-2011-2012-2013-2014-2015-Android-5-1-1/32640885885.html"
2015,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2015,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2015,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2015,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2015,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2015,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2015,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2016,"2 ГБ/16 ГБ 8 дюймов 2 Din Kia k2 Рио 2010 2011 2012 2013…","ru.aliexpress.com/.../32640885885.html","http://ru.aliexpress.com/item/8-inch-1024x600-Kia-k2-Rio-2010-2011-2012-2013-2014-2015-Android-5-1-1/32640885885.html"
2016,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2016,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2016,"Справочник Kia, характеристики новых автомобилей Киа...","www.gazeta-a.ru/autocatalog/13","http://www.gazeta-a.ru/autocatalog/13/"
2016,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2016,"Kia Rio 2011, 2012, 2013, 2014, 2015, 3 поколение, UB…","www.drom.ru/catalog/kia/rio/g_2011_4100","http://www.drom.ru/catalog/kia/rio/g_2011_4100/"
2016,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2016,"Купить Kia 2016 года в России. Цена Киа 2016 года…","www.njcar.ru/prices-partners/Kia/year2016","http://www.njcar.ru/prices-partners/Kia/year2016/"
2017,"Kia Rio 2011, 2012, 2013, 2014, 2015, 3 поколение, UB…","www.drom.ru/catalog/kia/rio/g_2011_4100","http://www.drom.ru/catalog/kia/rio/g_2011_4100/"
2017,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2017,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2017,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2017,"Автомобили KIA › Модельный ряд 2016-2017: цены, фото...","CarsDo.ru/kia","http://CarsDo.ru/kia/"
2017,"Kia Optima 2013 – Купить Kia Optima 2013 недорого из…","ru.aliexpress.com/popular/kia-optima-2013.html","http://ru.aliexpress.com/popular/kia-optima-2013.html"
2017,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2017,"2010 2011 2012 2013 2014 2015 для KIA RIO k2 седан","www.xmonitor.tk/.../","https://www.xmonitor.tk/2010-2011-2012-2013-2014-2015-dlya-kia-rio-k2-sedan/"
2018,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2018,"ФЦП :: подпрограмма ""Внутренний водный транспорт""","fcp.economy.gov.ru/.../Fcp/ViewFcp/View/2015/269","http://fcp.economy.gov.ru/cgi-bin/cis/fcp.cgi/Fcp/ViewFcp/View/2015/269"
2018,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2018,"Модельный ряд Киа, новинки Kia 2016-2017","2auto.su/modelny-ryad/kia","http://2auto.su/modelny-ryad/kia/"
2018,"Сравнительный анализ данных с 2008 по 2019 гг.","agat-roscosmos.ru/.../Mineconomrazvitie.pdf","http://agat-roscosmos.ru/uploads/simplex/Mineconomrazvitie.pdf"
2018,"Внедорожник Kia Telluride 2017 года, характеристики, фото и…","www.gazeta-a.ru/.../","http://www.gazeta-a.ru/news/mir_avtomobilei/2016/1/22/vnedorojnik_kia_telluride_2017_godaharakteristikifoto_i_cena/"
2018,"Derindere Ikinci El | Model Y<U+0131>l<U+0131>","www.derindereikinciel.com/acik-artirma","http://www.derindereikinciel.com/acik-artirma"
2018,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2009,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2009,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2009,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2009,"""Киа-Рио"" 2: обзор хэтчбэка и седана","fb.ru/.../221949/kia-rio-obzor-hetchbeka-i-sedana","http://fb.ru/article/221949/kia-rio-obzor-hetchbeka-i-sedana"
2009,"Kia Rio — история модели","wroom.ru/cars/kia/rio/history","http://wroom.ru/cars/kia/rio/history"
2009,"KIA Ceed первого поколения 2007–2012 годов выпуска","avto-all.com/.../","http://avto-all.com/koreyskie-avtomobili/kia-ceed-pervogo-pokoleniya-2007-2012-godov-vyipuska"
2009,"Kia cee'd на вторичном рынке: быть или казаться?.","www.zr.ru/.../713922-kia-ceed-byt-ili-kazatsya","http://www.zr.ru/content/articles/713922-kia-ceed-byt-ili-kazatsya/"
2009,"Размеры Киа Рио: обзор, поколения, характеристики,…","ilovekiario.ru/obzory/razmery-kia-rio.html","http://ilovekiario.ru/obzory/razmery-kia-rio.html"
2010,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2010,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2010,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2010,"KIA Ceed первого поколения 2007–2012 годов выпуска","avto-all.com/.../","http://avto-all.com/koreyskie-avtomobili/kia-ceed-pervogo-pokoleniya-2007-2012-godov-vyipuska"
2010,"Эксплуатация Кia Cerato 2. Неисправности, основные…","autosteam.ru/.../","http://autosteam.ru/obzory-avtomobilej/469-nedostatki-kia-cerato-vtorogo-pokoleniya"
2010,"Kia Ceed — история модели | Митрич 19 мая 2009","wroom.ru/cars/kia/ceed/history","http://wroom.ru/cars/kia/ceed/history"
2010,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2010,"Комплектации KIA Cerato седан 2-го поколения (TD) 2009…","www.drive2.ru/l/464680278128854137","https://www.drive2.ru/l/464680278128854137/"
2010,"Kia cee'd на вторичном рынке: быть или казаться?.","www.zr.ru/.../713922-kia-ceed-byt-ili-kazatsya","http://www.zr.ru/content/articles/713922-kia-ceed-byt-ili-kazatsya/"
2011,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2011,"Kia Rio II рестайлинг 2009 - 2011","WhoByCar.com/ru/a/kia/rio","http://WhoByCar.com/ru/a/kia/rio/"
2011,"Kia Rio — история модели","wroom.ru/cars/kia/rio/history","http://wroom.ru/cars/kia/rio/history"
2011,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2011,"Киа Рио (II поколение рестайлинг), 2009 - 2011 -…","quto.ru/Kia/Rio/IIf","https://quto.ru/Kia/Rio/IIf/"
2011,"Эксплуатация Кia Cerato 2. Неисправности, основные…","autosteam.ru/.../","http://autosteam.ru/obzory-avtomobilej/469-nedostatki-kia-cerato-vtorogo-pokoleniya"
2011,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2011,"Владельцы Kia Rio Fl (2009-2011) - Страница 103 - Rio JB и Rio…","KiaRioClub.ru/forums/index.php?...","http://KiaRioClub.ru/forums/index.php?showtopic=7237&page=103"
2012,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2012,"Kia Ceed — история модели | Митрич 19 мая 2009","wroom.ru/cars/kia/ceed/history","http://wroom.ru/cars/kia/ceed/history"
2012,"Эксплуатация Кia Cerato 2. Неисправности, основные…","autosteam.ru/.../","http://autosteam.ru/obzory-avtomobilej/469-nedostatki-kia-cerato-vtorogo-pokoleniya"
2012,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2012,"Kia Mohave 2008, 2009, 2010, 2011, 2012, 1 поколение,…","www.drom.ru/catalog/kia/mohave/g_2008_1437","http://www.drom.ru/catalog/kia/mohave/g_2008_1437/"
2012,"KIA Ceed первого поколения 2007–2012 годов выпуска","avto-all.com/.../","http://avto-all.com/koreyskie-avtomobili/kia-ceed-pervogo-pokoleniya-2007-2012-godov-vyipuska"
2012,"Комплектации KIA Cerato седан 2-го поколения (TD) 2009…","www.drive2.ru/l/464680278128854137","https://www.drive2.ru/l/464680278128854137/"
2012,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2013,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2013,"Rio - год: 2015,2014,2012,2010,2013,2016,2011,2009","ru.aliexpress.com/.../32538034731.html","http://ru.aliexpress.com/item/9-inch-big-1024-600-screen-Quad-core-Android-4-4-Car-dvd-gps-for-Kia/32538034731.html"
2013,"Kia Ceed — история модели | Митрич 19 мая 2009","wroom.ru/cars/kia/ceed/history","http://wroom.ru/cars/kia/ceed/history"
2013,"Эксплуатация Кia Cerato 2. Неисправности, основные…","autosteam.ru/.../","http://autosteam.ru/obzory-avtomobilej/469-nedostatki-kia-cerato-vtorogo-pokoleniya"
2013,"Комплектации KIA Cerato седан 2-го поколения (TD) 2009-…","www.drive2.ru/l/464680278128854137","https://www.drive2.ru/l/464680278128854137/"
2013,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2013,"Kia Mohave 2008, 2009, 2010, 2011, 2012, 1 поколение,…","www.drom.ru/catalog/kia/mohave/g_2008_1437","http://www.drom.ru/catalog/kia/mohave/g_2008_1437/"
2013,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2014,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2014,"Киа Спортейдж отзывы владельцев. 2014, 2013, 2012, 2011,…","autospynews.net/.../","http://autospynews.net/6935-kia-sportage-kia-sportejdzh-otzyvy-vladeltsev/"
2014,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2014,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2014,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2014,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2014,"Бампер передний Киа Сид 2007, 2008, 2009, 2010, 2011, …","kia.ross-avto.com/.../bamper-peredniy-kia-sid","http://kia.ross-avto.com/articles/kuzov/bamper/bamper-peredniy-kia-sid/"
2014,"Kia Rio | Годы производства: 2009 - 2011","HowCarWorks.ru/auto/kia/kia-rio","http://HowCarWorks.ru/auto/kia/kia-rio"
2014,"Все для Kia Rio » MixTuning.ru","MixTuning.ru/model/137","https://MixTuning.ru/model/137/"
2015,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2015,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2015,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2015,"Бампер передний Киа Сид 2007, 2008, 2009, 2010, 2011, …","kia.ross-avto.com/.../bamper-peredniy-kia-sid","http://kia.ross-avto.com/articles/kuzov/bamper/bamper-peredniy-kia-sid/"
2015,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2015,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2015,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2015,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2016,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2016,"Лучшие фильмы 2010 - 2016 года: список, рейтинг","vse-pro-kino.ru/.../","http://vse-pro-kino.ru/luchshie-filmy-2010-2016-goda-spisok-rejting/"
2016,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2016,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2016,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2016,"2010 2011 2012 2013 2014 2015 для KIA RIO k2 седан","www.xmonitor.tk/.../","https://www.xmonitor.tk/2010-2011-2012-2013-2014-2015-dlya-kia-rio-k2-sedan/"
2016,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2016,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2017,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2017,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2017,"Киа Рио фото (2013, 2014, 2015, 2016, 2017)","kiario4.ru/picall.php","http://kiario4.ru/picall.php"
2017,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2017,"2010 2011 2012 2013 2014 2015 для KIA RIO k2 седан","www.xmonitor.tk/.../","https://www.xmonitor.tk/2010-2011-2012-2013-2014-2015-dlya-kia-rio-k2-sedan/"
2017,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2017,"Kia - Двигатели для легковых - Sellers group | Модель","sellersgroup.ru/legkovye/dvigateli/kia","http://sellersgroup.ru/legkovye/dvigateli/kia"
2017,"Клиренс/дорожный просвет Киа Рио 2010, 2011, 2012, 2013,…","AutoTopik.ru/kia/1299-klirens.html","http://AutoTopik.ru/kia/1299-klirens.html"
2018,"ФЦП :: подпрограмма ""Гражданская авиация""","fcp.economy.gov.ru/.../Fcp/ViewFcp/View/2010/270","http://fcp.economy.gov.ru/cgi-bin/cis/fcp.cgi/Fcp/ViewFcp/View/2010/270"
2018,"Популярные отзывы владельцев Kia Sportage (Киа…","www.drom.ru/reviews/kia/sportage/?order=rate","http://www.drom.ru/reviews/kia/sportage/?order=rate"
2018,"KIA Rio — цены и технические характеристики: КПП,…","autorambler.ru/catalog/Kia/Rio/iif-sedan4d","https://autorambler.ru/catalog/Kia/Rio/iif-sedan4d/"
2018,"Сравнительный анализ данных с 2008 по 2019 гг.","agat-roscosmos.ru/.../Mineconomrazvitie.pdf","http://agat-roscosmos.ru/uploads/simplex/Mineconomrazvitie.pdf"
2018,"Kia 2016-2017 модельного года","www.auto39.ru/articles/2016/a16122702.html","http://www.auto39.ru/articles/2016/a16122702.html"
2018,"Куда ниже","kommersant.ru/private/?docsid=3235754","http://kommersant.ru/private/pdoc?docsid=3235754"
2018,"Все новые Hyundai и Kia, которые выйдут до 2018 года","www.1gai.ru/.../517641-vse-novy...o-2018-goda.html","http://www.1gai.ru/publ/517641-vse-novye-hyundai-i-kia-kotorye-vyydut-do-2018-goda.html"
2018,"Внедорожник Kia Telluride 2017 года, характеристики, фото и…","www.gazeta-a.ru/.../","http://www.gazeta-a.ru/news/mir_avtomobilei/2016/1/22/vnedorojnik_kia_telluride_2017_godaharakteristikifoto_i_cena/"
